,word,type,cefr,phon_br,phon_n_am,definition,example,uk,us
4097,profit,noun,b1,/ˈprɒfɪt/,/ˈprɑːfɪt/,"the money that you make in business or by selling things, especially after paying the costs involved",annual/pre-tax/corporate profits,profit_uk.mp3,profit_us.mp3
4098,profitable,adjective,c1,/ˈprɒfɪtəbl/,/ˈprɑːfɪtəbl/,that makes or is likely to make money,a highly profitable business,profitable_uk.mp3,profitable_us.mp3
4099,profound,adjective,c1,/prəˈfaʊnd/,/prəˈfaʊnd/,very great; felt or experienced very strongly,profound changes in the earth’s climate,profound_uk.mp3,profound_us.mp3
4100,program,noun,a2,/ˈprəʊɡræm/,/ˈprəʊɡræm/,a set of instructions in code that control the operations or functions of a computer,You'll need to download and install the program on your computer.,program_uk.mp3,program_us.mp3
4101,program,verb,b1,/ˈprəʊɡræm/,/ˈprəʊɡræm/,"to give a computer, etc. a set of instructions to make it perform a particular task","In this class, students will learn how to program.",program_uk.mp3,program_us.mp3
4102,programme,noun,a1,/ˈprəʊɡræm/,/ˈprəʊɡræm/,something that people watch on television or listen to on the radio,a news programme,programme_uk.mp3,programme_us.mp3
4103,programming,noun,b2,/ˈprəʊɡræmɪŋ/,/ˈprəʊɡræmɪŋ/,the process of writing and testing computer programs,programming languages,programming_uk.mp3,programming_us.mp3
4104,progress,noun,a2,/ˈprəʊɡres/,/ˈprɑːɡres/,"the process of improving or developing, or of getting nearer to achieving or completing something",I think we're making progress.,progress_uk.mp3,progress_us.mp3
4105,progress,verb,b2,/prəˈɡres/,/prəˈɡres/,to improve or develop over a period of time; to make progress,The course allows students to progress at their own speed.,progress_uk.mp3,progress_us.mp3
4106,progressive,adjective,b2,/prəˈɡresɪv/,/prəˈɡresɪv/,"in favour of new ideas, modern methods and change",progressive schools,progressive_uk.mp3,progressive_us.mp3
4107,prohibit,verb,b2,/prəˈhɪbɪt/,/prəˈhɪbɪt/,to stop something from being done or used especially by law,"prohibit something, a law prohibiting the sale of alcohol",prohibit_uk.mp3,prohibit_us.mp3
4108,project,noun,a1,/ˈprɒdʒekt/,/ˈprɑːdʒekt/,"a piece of work involving careful study of a subject over a period of time, done by school or college students",a history project,project_uk.mp3,project_us.mp3
4109,project,verb,b2,/prəˈdʒekt/,/prəˈdʒekt/,"to estimate what the size, cost or amount of something will be in the future based on what is happening now","be projected, A growth rate of 4 per cent is projected for next year.",project_uk.mp3,project_us.mp3
4110,projection,noun,c1,/prəˈdʒekʃn/,/prəˈdʒekʃn/,"an estimate or a statement of what figures, amounts, or events will be in the future, or what they were in the past, based on what is happening now",to make forward/backward projections of population figures,projection_uk.mp3,projection_us.mp3
4111,prominent,adjective,c1,/ˈprɒmɪnənt/,/ˈprɑːmɪnənt/,important or well known,a prominent politician,prominent_uk.mp3,prominent_us.mp3
4112,promise,noun,a2,/ˈprɒmɪs/,/ˈprɑːmɪs/,a statement that tells somebody that you will definitely do or not do something,to make/keep/fulfil/break a promise,promise_uk.mp3,promise_us.mp3
4113,promise,verb,a2,/ˈprɒmɪs/,/ˈprɑːmɪs/,"to tell somebody that you will definitely do or not do something, or that something will definitely happen",‘We haven't got time to go to the park.’ ‘But you promised!’,promise_uk.mp3,promise_us.mp3
4114,promising,adjective,b2,/ˈprɒmɪsɪŋ/,/ˈprɑːmɪsɪŋ/,showing signs of being good or successful,He was voted the most promising new actor for his part in the movie.,promising_uk.mp3,promising_us.mp3
4115,promote,verb,b1,/prəˈməʊt/,/prəˈməʊt/,"to help sell a product, service, etc. or make it more popular by advertising it or offering it at a special price","promote something, The band has gone on tour to promote their new album.",promote_uk.mp3,promote_us.mp3
4116,promotion,noun,b2,/prəˈməʊʃn/,/prəˈməʊʃn/,a move to a more important job or rank in a company or an organization,The new job is a promotion for him.,promotion_uk.mp3,promotion_us.mp3
4117,prompt,verb,b2,/prɒmpt/,/prɑːmpt/,to make somebody decide to do something; to cause something to happen,"prompt something, The discovery of the bomb prompted an increase in security.",prompt_uk.mp3,prompt_us.mp3
4118,pronounce,verb,a2,/prəˈnaʊns/,/prəˈnaʊns/,to make the sound of a word or letter in a particular way,to pronounce a word/syllable/vowel/consonant,pronounce_uk.mp3,pronounce_us.mp3
4119,pronounced,adjective,c1,/prəˈnaʊnst/,/prəˈnaʊnst/,"very obvious, easy to notice or strongly expressed",He walked with a pronounced limp.,pronounced_uk.mp3,pronounced_us.mp3
4120,proof,noun,b2,/pruːf/,/pruːf/,"information, documents, etc. that show that something is true",conclusive/definitive/scientific proof,proof_uk.mp3,proof_us.mp3
4121,propaganda,noun,c1,/ˌprɒpəˈɡændə/,/ˌprɑːpəˈɡændə/,"ideas or statements that may be false or present only one side of an argument that are used in order to gain support for a political leader, party, etc.",enemy propaganda,propaganda_uk.mp3,propaganda_us.mp3
4122,proper,adjective,b1,/ˈprɒpə(r)/,/ˈprɑːpər/,"right, appropriate or correct; according to the rules",We should have had a proper discussion before voting.,proper_uk.mp3,proper_us.mp3
4123,properly,adverb,b1,/ˈprɒpəli/,/ˈprɑːpərli/,in a way that is correct and/or appropriate,How much money do we need to do the job properly?,properly_uk.mp3,properly_us.mp3
4124,property,noun,b1,/ˈprɒpəti/,/ˈprɑːpərti/,a thing or things that are owned by somebody; a possession or possessions,personal/stolen property,property_uk.mp3,property_us.mp3
4125,proportion,noun,b2,/prəˈpɔːʃn/,/prəˈpɔːrʃn/,a part or share of a whole,Water covers a large proportion of the earth's surface.,proportion_uk.mp3,proportion_us.mp3
4126,proposal,noun,b2,/prəˈpəʊzl/,/prəˈpəʊzl/,a formal suggestion or plan; the act of making a suggestion,to submit/present/put forward a proposal,proposal_uk.mp3,proposal_us.mp3
4127,propose,verb,b2,/prəˈpəʊz/,/prəˈpəʊz/,"to suggest a plan, an idea, etc. for people to think about and decide on","propose something, The government proposed changes to the voting system.",propose_uk.mp3,propose_us.mp3
4128,proposition,noun,c1,/ˌprɒpəˈzɪʃn/,/ˌprɑːpəˈzɪʃn/,"an idea or a plan of action that is suggested, especially in business",I'd like to put a business proposition to you.,proposition_uk.mp3,proposition_us.mp3
4129,prosecute,verb,c1,/ˈprɒsɪkjuːt/,/ˈprɑːsɪkjuːt/,to officially charge somebody with a crime in court,The police decided not to prosecute.,prosecute_uk.mp3,prosecute_us.mp3
4130,prosecution,noun,c1,/ˌprɒsɪˈkjuːʃn/,/ˌprɑːsɪˈkjuːʃn/,the process of trying to prove in court that somebody is guilty of a crime (= of prosecuting them); the process of being officially charged with a crime in court,Prosecution for a first minor offence rarely leads to imprisonment.,prosecution_uk.mp3,prosecution_us.mp3
4131,prosecutor,noun,c1,/ˈprɒsɪkjuːtə(r)/,/ˈprɑːsɪkjuːtər/,a public official who charges somebody officially with a crime and prosecutes them in court,the public/state prosecutor,prosecutor_uk.mp3,prosecutor_us.mp3
4132,prospect,noun,b2,/ˈprɒspekt/,/ˈprɑːspekt/,the possibility that something will happen,"prospect of something, There is no immediate prospect of peace.",prospect_uk.mp3,prospect_us.mp3
4133,prospective,adjective,c1,/prəˈspektɪv/,/prəˈspektɪv/,expected to do something or to become something,a prospective buyer,prospective_uk.mp3,prospective_us.mp3
4134,prosperity,noun,c1,/prɒˈsperəti/,/prɑːˈsperəti/,"the state of being successful, especially in making money",Our future prosperity depends on economic growth.,prosperity_uk.mp3,prosperity_us.mp3
4135,protect,verb,a2,/prəˈtekt/,/prəˈtekt/,"to make sure that somebody/something is not harmed, injured, damaged, etc.","protect somebody/something/yourself, to protect children/citizens/civilians/consumers/workers",protect_uk.mp3,protect_us.mp3
4136,protection,noun,b2,/prəˈtekʃn/,/prəˈtekʃn/,the act of protecting somebody/something; the state of being protected,"protection against something, Wear clothes that provide adequate protection against the wind and rain.",protection_uk.mp3,protection_us.mp3
4137,protective,adjective,c1,/prəˈtektɪv/,/prəˈtektɪv/,providing or intended to provide protection,Workers should wear full protective clothing.,protective_uk.mp3,protective_us.mp3
4138,protein,noun,b2,/ˈprəʊtiːn/,/ˈprəʊtiːn/,"a substance, found within all living things, that forms the structure of muscles, organs, etc. There are many different proteins and they are an essential part of what humans and animals eat to help them grow and stay healthy.",essential proteins and vitamins,protein_uk.mp3,protein_us.mp3
4139,protest,noun,b1,/ˈprəʊtest/,/ˈprəʊtest/,the expression of strong dislike of or opposition to something; a statement or an action that shows this ,to hold/organize/join a protest,protest_uk.mp3,protest_us.mp3
4140,protest,verb,b1,/prəˈtest/,/prəˈtest/,"to say or do something to show that you disagree with something or think it is bad, especially publicly","There's no use protesting, I won't change my mind.",protest_uk.mp3,protest_us.mp3
4141,protester,noun,b2,/prəˈtestə(r)/,/prəˈtestər/,a person who makes a public protest,Thousands of protesters marched through the city.,protester_uk.mp3,protester_us.mp3
4142,protocol,noun,c1,/ˈprəʊtəkɒl/,/ˈprəʊtəkɑːl/,"a system of fixed rules and formal behaviour used at official meetings, usually between governments",a breach of protocol,protocol_uk.mp3,protocol_us.mp3
4143,proud,adjective,b1,/praʊd/,/praʊd/,"feeling pleased and satisfied about something that you own or have done, or are connected with",proud parents,proud_uk.mp3,proud_us.mp3
4144,prove,verb,b1,/pruːv/,/pruːv/,"to use facts, evidence, etc. to show that something is true","prove something, They hope this new evidence will prove her innocence.",prove_uk.mp3,prove_us.mp3
4145,provide,verb,a2,/prəˈvaɪd/,/prəˈvaɪd/,to give something to somebody or make it available for them to use,"provide something, Please provide the following information.",provide_uk.mp3,provide_us.mp3
4146,province,noun,c1,/ˈprɒvɪns/,/ˈprɑːvɪns/,one of the areas that some countries are divided into with its own local government,the provinces of Canada,province_uk.mp3,province_us.mp3
4147,provincial,adjective,c1,/prəˈvɪnʃl/,/prəˈvɪnʃl/,"connected with one of the large areas that some countries are divided into, with its own local government",provincial assemblies/elections,provincial_uk.mp3,provincial_us.mp3
4148,provision,noun,c1,/prəˈvɪʒn/,/prəˈvɪʒn/,the act of supplying somebody with something that they need or want; something that is supplied,housing provision,provision_uk.mp3,provision_us.mp3
4149,provoke,verb,c1,/prəˈvəʊk/,/prəˈvəʊk/,to cause a particular reaction or have a particular effect,The announcement provoked a storm of protest.,provoke_uk.mp3,provoke_us.mp3
4150,psychiatric,adjective,c1,/ˌsaɪkiˈætrɪk/,/ˌsaɪkiˈætrɪk/,relating to psychiatry or to mental illnesses,psychiatric disorders,psychiatric_uk.mp3,psychiatric_us.mp3
4151,psychological,adjective,b2,/ˌsaɪkəˈlɒdʒɪkl/,/ˌsaɪkəˈlɑːdʒɪkl/,connected with a person’s mind and the way in which it works,the psychological development of children,psychological_uk.mp3,psychological_us.mp3
4152,psychologist,noun,b2,/saɪˈkɒlədʒɪst/,/saɪˈkɑːlədʒɪst/,a scientist who studies and is trained in psychology,to see a psychologist,psychologist_uk.mp3,psychologist_us.mp3
4153,psychology,noun,b2,/saɪˈkɒlədʒi/,/saɪˈkɑːlədʒi/,the scientific study of the mind and how it influences behaviour,clinical/educational/child/sport psychology,psychology_uk.mp3,psychology_us.mp3
4154,pub,noun,a2,/pʌb/,/pʌb/,"a building where people go to drink and meet their friends. Pubs serve alcoholic and other drinks, and often also food.",We're all going to the pub after work.,pub_uk.mp3,pub_us.mp3
4155,public,adjective,a2,/ˈpʌblɪk/,/ˈpʌblɪk/,connected with ordinary people in society in general,The campaign is designed to increase public awareness of the issues.,public_uk.mp3,public_us.mp3
4156,public,noun,a2,/ˈpʌblɪk/,/ˈpʌblɪk/,ordinary people in society in general,The palace is now open to the public.,public_uk.mp3,public_us.mp3
4157,publication,noun,b2,/ˌpʌblɪˈkeɪʃn/,/ˌpʌblɪˈkeɪʃn/,"the act of printing a book, a magazine, etc. and making it available to the public; a book, a magazine, etc. that has been published",specialist publications,publication_uk.mp3,publication_us.mp3
4158,publicity,noun,b2,/pʌbˈlɪsəti/,/pʌbˈlɪsəti/,"the attention that is given to somebody/something by newspapers, television, etc.",good/bad/adverse publicity,publicity_uk.mp3,publicity_us.mp3
4159,publish,verb,a2,/ˈpʌblɪʃ/,/ˈpʌblɪʃ/,"to produce a book, magazine, CD-ROM, etc. and sell it to the public",to publish a book/novel/magazine/paper,publish_uk.mp3,publish_us.mp3
4160,publishing,noun,b2,/ˈpʌblɪʃɪŋ/,/ˈpʌblɪʃɪŋ/,"the profession or business of preparing and printing books, magazines, CD-ROMs, etc. and selling or making them available to the public",a job in publishing,publishing_uk.mp3,publishing_us.mp3
4161,pull,noun,b1,/pʊl/,/pʊl/,an act of trying to make something move by taking hold of it and using force to bring it towards you,I gave the door a sharp pull and it opened.,pull_uk.mp3,pull_us.mp3
4162,pull,verb,a2,/pʊl/,/pʊl/,to take hold of something and use force in order to move it or try to move it towards yourself,You push and I'll pull.,pull_uk.mp3,pull_us.mp3
4163,pulse,noun,c1,/pʌls/,/pʌls/,"the regular beat of the heart as it sends blood around the body, that can be felt in different places, especially on the inside part of the wrist; the number of times the heart beats in a minute",a strong/weak pulse,pulse_uk.mp3,pulse_us.mp3
4164,pump,noun,c1,/pʌmp/,/pʌmp/,"a machine that is used to force liquid, gas or air into or out of something","(British English), a petrol pump",pump_uk.mp3,pump_us.mp3
4165,pump,verb,c1,/pʌmp/,/pʌmp/,"to make water, air, gas, etc. flow in a particular direction by using a pump or something that works like a pump","pump something (+ adv./prep.), The engine is used for pumping water out of the mine.",pump_uk.mp3,pump_us.mp3
4166,punch,noun,c1,/pʌntʃ/,/pʌntʃ/,a hard hit made with the fist (= closed hand),a punch in the face,punch_uk.mp3,punch_us.mp3
4167,punch,verb,c1,/pʌntʃ/,/pʌntʃ/,to hit somebody/something hard with your fist (= closed hand),"punch somebody/something, He was kicked and punched as he lay on the ground.",punch_uk.mp3,punch_us.mp3
4168,punish,verb,b1,/ˈpʌnɪʃ/,/ˈpʌnɪʃ/,to make somebody suffer because they have broken the law or done something wrong,"punish somebody, Those responsible for this crime will be severely punished.",punish_uk.mp3,punish_us.mp3
4169,punishment,noun,b1,/ˈpʌnɪʃmənt/,/ˈpʌnɪʃmənt/,an act or a way of punishing somebody,to inflict/impose/mete out punishment,punishment_uk.mp3,punishment_us.mp3
4170,punk,noun,b2,/pʌŋk/,/pʌŋk/,a type of loud and aggressive rock music popular in the late 1970s and early 1980s,a punk band,punk_uk.mp3,punk_us.mp3
4171,pupil,noun,b2,/ˈpjuːpl/,/ˈpjuːpl/,"a person who is being taught, especially a child in a school",school pupils,pupil_uk.mp3,pupil_us.mp3
4172,purchase,noun,b2,/ˈpɜːtʃəs/,/ˈpɜːrtʃəs/,the act or process of buying something,to make a purchase (= buy something),purchase_uk.mp3,purchase_us.mp3
4173,purchase,verb,b2,/ˈpɜːtʃəs/,/ˈpɜːrtʃəs/,to buy something,"purchase something, Please ensure that you purchase your ticket in advance.",purchase_uk.mp3,purchase_us.mp3
4174,pure,adjective,b2,/pjʊə(r)/,/pjʊr/,not mixed with anything else; with nothing added,pure gold,pure_uk.mp3,pure_us.mp3
4175,purely,adverb,b2,/ˈpjʊəli/,/ˈpjʊrli/,only; completely,I saw the letter purely by chance.,purely_uk.mp3,purely_us.mp3
4176,purple,adjective,a1,/ˈpɜːpl/,/ˈpɜːrpl/,having the colour of blue and red mixed together,a purple flower/dress,purple_uk.mp3,purple_us.mp3
4177,purple,noun,a1,/ˈpɜːpl/,/ˈpɜːrpl/,the colour of blue and red mixed together,Her hair was dyed a bright shade of purple.,purple_uk.mp3,purple_us.mp3
4178,purpose,noun,a2,/ˈpɜːpəs/,/ˈpɜːrpəs/,"the intention, aim or function of something; the thing that something is supposed to achieve",Our campaign's main purpose is to raise money.,purpose_uk.mp3,purpose_us.mp3
4179,pursue,verb,b2,/pəˈsjuː/,/pərˈsuː/,to do something or try to achieve something over a period of time,to pursue a goal,pursue_uk.mp3,pursue_us.mp3
4180,pursuit,noun,b2,/pəˈsjuːt/,/pərˈsuːt/,the act of looking for or trying to get something,"pursuit of something, the pursuit of happiness/knowledge/profit",pursuit_uk.mp3,pursuit_us.mp3
4181,push,noun,b1,/pʊʃ/,/pʊʃ/,an act of pushing something/somebody,She gave him a gentle push.,push_uk.mp3,push_us.mp3
4182,push,verb,a2,/pʊʃ/,/pʊʃ/,"to use your hands, arms or body in order to make somebody/something move forward or away from you; to move part of your body into a particular position",We pushed and pushed but the piano wouldn't move.,push_uk.mp3,push_us.mp3
4183,put,verb,a1,/pʊt/,/pʊt/,to move something into a particular place or position,"Put the cases down there, please.",put_uk.mp3,put_us.mp3
4184,puzzle,noun,b2,/ˈpʌzl/,/ˈpʌzl/,"a game, etc. that you have to think about carefully in order to answer it or do it",a crossword puzzle,puzzle_uk.mp3,puzzle_us.mp3
4185,qualification,noun,b1,/ˌkwɒlɪfɪˈkeɪʃn/,/ˌkwɑːlɪfɪˈkeɪʃn/,an exam that you have passed or a course of study that you have successfully completed,academic/educational/professional/vocational qualifications,qualification_uk.mp3,qualification_us.mp3
4186,qualified,adjective,b1,/ˈkwɒlɪfaɪd/,/ˈkwɑːlɪfaɪd/,having passed the exams or completed the training that are necessary in order to do a particular job; having the experience to do a particular job,a qualified teacher,qualified_uk.mp3,qualified_us.mp3
4187,qualify,verb,b1,/ˈkwɒlɪfaɪ/,/ˈkwɑːlɪfaɪ/,"to reach the standard of ability or knowledge needed to do a particular job, for example by completing a course of study or passing exams",How long does it take to qualify?,qualify_uk.mp3,qualify_us.mp3
4188,quality,noun,a2,/ˈkwɒləti/,/ˈkwɑːləti/,the standard of something when it is compared to other things like it; how good or bad something is,Improving the quality of care for nursing home residents is a priority.,quality_uk.mp3,quality_us.mp3
4189,quantity,noun,a2,/ˈkwɒntəti/,/ˈkwɑːntəti/,an amount or a number of something,"quantity of something, a large/small quantity of something",quantity_uk.mp3,quantity_us.mp3
4190,quarter,noun,a1,/ˈkwɔːtə(r)/,/ˈkwɔːrtər/,one of four equal parts of something,"quarter of something, a quarter of an hour/a century",quarter_uk.mp3,quarter_us.mp3
4191,queen,noun,a2,/kwiːn/,/kwiːn/,the female ruler of an independent state that has a royal family,She was crowned queen at the age of fifteen.,queen_uk.mp3,queen_us.mp3
4192,query,noun,c1,/ˈkwɪəri/,/ˈkwɪri/,"a question, especially one asking for information or expressing a doubt about something",Our assistants will be happy to answer your queries.,query_uk.mp3,query_us.mp3
4193,quest,noun,c1,/kwest/,/kwest/,"a long search for something, especially for some quality such as happiness","quest for something, the quest for happiness/knowledge/truth",quest_uk.mp3,quest_us.mp3
4194,question,noun,a1,/ˈkwestʃən/,/ˈkwestʃən/,"a sentence, phrase or word that asks for information",You didn't answer my question.,question_uk.mp3,question_us.mp3
4195,question,verb,a2,/ˈkwestʃən/,/ˈkwestʃən/,"to ask somebody questions about something, especially officially","question somebody, Police are keen to question any witnesses.",question_uk.mp3,question_us.mp3
4196,questionnaire,noun,b2,/ˌkwestʃəˈneə(r)/,/ˌkwestʃəˈner/,a written list of questions that are answered by a number of people so that information can be collected from the answers,"(British English), to fill in a questionnaire",questionnaire_uk.mp3,questionnaire_us.mp3
4197,queue,noun,b1,/kjuː/,/kjuː/,"a line of people, cars, etc. waiting for something or to do something",There were long queues at polling stations.,queue_uk.mp3,queue_us.mp3
4198,queue,verb,b1,/kjuː/,/kjuː/,"to wait in a line of people, vehicles, etc. in order to do something, get something or go somewhere","queue (up), People queued up outside.",queue_uk.mp3,queue_us.mp3
4199,quick,adjective,a1,/kwɪk/,/kwɪk/,done with speed; taking or lasting a short time,a quick look/check/search,quick_uk.mp3,quick_us.mp3
4200,quickly,adverb,a1,/ˈkwɪkli/,/ˈkwɪkli/,fast,She walked quickly away.,quickly_uk.mp3,quickly_us.mp3
4201,quiet,adjective,a1,/ˈkwaɪət/,/ˈkwaɪət/,making very little noise,her quiet voice,quiet_uk.mp3,quiet_us.mp3
4202,quietly,adverb,a2,/ˈkwaɪətli/,/ˈkwaɪətli/,in a way that makes very little noise,to ask/speak/talk quietly,quietly_uk.mp3,quietly_us.mp3
4203,quit,verb,b1,/kwɪt/,/kwɪt/,"to leave your job, school, etc.",If I don't get more money I'll quit.,quit_uk.mp3,quit_us.mp3
4204,quite,adverb,a1,/kwaɪt/,/kwaɪt/,to some degree,quite good/interesting/common/difficult,quite_uk.mp3,quite_us.mp3
4205,quota,noun,c1,/ˈkwəʊtə/,/ˈkwəʊtə/,a limited number or amount of people or things that is officially allowed,to introduce a strict import quota on grain,quota_uk.mp3,quota_us.mp3
4206,quotation,noun,b1,/kwəʊˈteɪʃn/,/kwəʊˈteɪʃn/,"a group of words or a short piece of writing taken from a book, play, speech, etc. and repeated because it is interesting or useful",a dictionary of quotations,quotation_uk.mp3,quotation_us.mp3
4207,quote,noun,b1,/kwəʊt/,/kwəʊt/,"a group of words or a short piece of writing taken from a book, play, speech, etc. and repeated because it is interesting or useful",The essay was full of quotes.,quote_uk.mp3,quote_us.mp3
4208,quote,verb,b1,/kwəʊt/,/kwəʊt/,to repeat the exact words that another person has said or written,"quote something, to quote Shakespeare",quote_uk.mp3,quote_us.mp3
4209,race,noun,a2,/reɪs/,/reɪs/,"a competition between people, animals, vehicles, etc. to see which one is the faster or fastest",a boat/horse race,race_uk.mp3,race_us.mp3
4210,race,verb,a2,/reɪs/,/reɪs/,"to compete against somebody/something to see who can go faster or the fastest, do something first, etc.; to take part in a race or races",They raced to a thrilling victory in the relay.,race_uk.mp3,race_us.mp3
4211,racial,adjective,b2,/ˈreɪʃl/,/ˈreɪʃl/,happening or existing between people of different races,racial hatred/prejudice/tension/violence,racial_uk.mp3,racial_us.mp3
4212,racing,noun,b1,/ˈreɪsɪŋ/,/ˈreɪsɪŋ/,the sport of racing horses,He used to watch the racing on TV in the afternoons.,racing_uk.mp3,racing_us.mp3
4213,racism,noun,b2,/ˈreɪsɪzəm/,/ˈreɪsɪzəm/,the unfair treatment of people who belong to a different race; violent behaviour towards them,a victim of racism,racism_uk.mp3,racism_us.mp3
4214,racist,adjective,b2,/ˈreɪsɪst/,/ˈreɪsɪst/,having the belief that some races of people are better than others or having general beliefs about other people based only on their race; showing this through violent or unfair treatment of people of other races,racist attitudes/remarks,racist_uk.mp3,racist_us.mp3
4215,racist,noun,b2,/ˈreɪsɪst/,/ˈreɪsɪst/,"a person who believes that some races of people are better than others or who has general beliefs about other people based only on their race, and may show this in violent or unfair treatment of people of other races",He's a racist.,racist_uk.mp3,racist_us.mp3
4216,radar,noun,c1,/ˈreɪdɑː(r)/,/ˈreɪdɑːr/,"a system that uses radio waves to find the position and movement of objects, for example planes and ships, when they cannot be seen",They located the ship by radar.,radar_uk.mp3,radar_us.mp3
4217,radiation,noun,b2,/ˌreɪdiˈeɪʃn/,/ˌreɪdiˈeɪʃn/,powerful and very dangerous rays that are sent out from radioactive substances,high levels/doses of radiation that damage cells,radiation_uk.mp3,radiation_us.mp3
4218,radical,adjective,c1,/ˈrædɪkl/,/ˈrædɪkl/,relating to the most basic and important parts of something; complete and detailed,the need for radical changes in education,radical_uk.mp3,radical_us.mp3
4219,radio,noun,a1,/ˈreɪdiəʊ/,/ˈreɪdiəʊ/,the activity of broadcasting programmes for people to listen to; the programmes that are broadcast,The play was written specially for radio.,radio_uk.mp3,radio_us.mp3
4220,rage,noun,c1,/reɪdʒ/,/reɪdʒ/,a feeling of violent anger that is difficult to control,His face was dark with rage.,rage_uk.mp3,rage_us.mp3
4221,raid,noun,c1,/reɪd/,/reɪd/,"a short surprise attack on an enemy by soldiers, ships or aircraft",to conduct/launch a raid,raid_uk.mp3,raid_us.mp3
4222,raid,verb,c1,/reɪd/,/reɪd/,"to visit a person or place without warning to look for criminals, illegal goods, drugs, etc.",The house was raided in the early hours.,raid_uk.mp3,raid_us.mp3
4223,rail,noun,b2,/reɪl/,/reɪl/,a wooden or metal bar placed around something as a barrier or to provide support,She leaned on the ship's rail and gazed out to sea.,rail_uk.mp3,rail_us.mp3
4224,railway,noun,a2,/ˈreɪlweɪ/,/ˈreɪlweɪ/,a track with rails on which trains run,The railway is still under construction.,railway_uk.mp3,railway_us.mp3
4225,rain,noun,a1,/reɪn/,/reɪn/,water that falls from the sky in separate drops,There will be rain in all parts tomorrow.,rain_uk.mp3,rain_us.mp3
4226,rain,verb,a1,/reɪn/,/reɪn/,"when it rains, water falls from the sky in drops",Is it raining?,rain_uk.mp3,rain_us.mp3
4227,raise,verb,a2,/reɪz/,/reɪz/,to lift or move something to a higher level,She raised the gun and fired.,raise_uk.mp3,raise_us.mp3
4228,rally,noun,c1,/ˈræli/,/ˈræli/,"a large public meeting, especially one held to support a particular idea or political party",to attend/hold a rally,rally_uk.mp3,rally_us.mp3
4229,rally,verb,c1,/ˈræli/,/ˈræli/,to come together or bring people together in order to help or support somebody/something,"rally around/behind somebody/something, The cabinet rallied behind the Prime Minister.",rally_uk.mp3,rally_us.mp3
4230,random,adjective,b2,/ˈrændəm/,/ˈrændəm/,"done, chosen, etc. without somebody deciding in advance what is going to happen, or without any regular pattern",the random killing of innocent people,random_uk.mp3,random_us.mp3
4231,range,noun,b1,/reɪndʒ/,/reɪndʒ/,a variety of things of a particular type,"range of something, The hotel offers a wide range of facilities.",range_uk.mp3,range_us.mp3
4232,range,verb,b2,/reɪndʒ/,/reɪndʒ/,"to vary between two particular amounts, sizes, etc., including others between them","range from A to B, Accommodation ranges from tourist class to luxury hotels.",range_uk.mp3,range_us.mp3
4233,rank,noun,b2,/ræŋk/,/ræŋk/,"the position, especially a high position, that somebody has in a particular organization, society, etc.",She was not used to mixing with people of high social rank.,rank_uk.mp3,rank_us.mp3
4234,rank,verb,b2,/ræŋk/,/ræŋk/,"to give somebody/something a particular position on a scale according to quality, importance, success, etc.; to have a position of this kind","rank somebody/something, In most Australian elections, electors are required to rank all candidates.",rank_uk.mp3,rank_us.mp3
4235,ranking,noun,c1,/ˈræŋkɪŋ/,/ˈræŋkɪŋ/,"the position of somebody/something on a scale that shows how good or important they are in relation to other similar people or things, especially in sport",He has improved his ranking this season from 67th to 30th.,ranking_uk.mp3,ranking_us.mp3
4236,rape,noun,c1,/reɪp/,/reɪp/,the crime of forcing somebody to have sex when they do not want it or are not able to agree to it,He was charged with rape.,rape_uk.mp3,rape_us.mp3
4237,rape,verb,c1,/reɪp/,/reɪp/,to force somebody to have sex when they do not want it or are not able to agree to it,She was attacked and raped.,rape_uk.mp3,rape_us.mp3
4238,rapid,adjective,b2,/ˈræpɪd/,/ˈræpɪd/,happening quickly or in a short period of time,rapid change/expansion/growth/development,rapid_uk.mp3,rapid_us.mp3
4239,rapidly,adverb,b2,/ˈræpɪdli/,/ˈræpɪdli/,very quickly; at a great rate,to increase/spread/expand rapidly,rapidly_uk.mp3,rapidly_us.mp3
4240,rare,adjective,b1,/reə(r)/,/rer/,"not done, seen, happening, etc. very often",a rare disease/occurrence/event,rare_uk.mp3,rare_us.mp3
4241,rarely,adverb,b1,/ˈreəli/,/ˈrerli/,not very often,She is rarely seen in public nowadays.,rarely_uk.mp3,rarely_us.mp3
4242,rat,noun,b2,/ræt/,/ræt/,"a small animal with a long tail, that looks like a large mouse, usually considered a pest (= an animal which is disliked because it destroys food or spreads disease)",rat poison,rat_uk.mp3,rat_us.mp3
4243,rate,noun,a2,/reɪt/,/reɪt/,a measurement of the speed at which something happens,"rate (of something), Figures published today show another fall in the rate of inflation.",rate_uk.mp3,rate_us.mp3
4244,rate,verb,b2,/reɪt/,/reɪt/,"to have or think that somebody/something has a particular level of quality, value, etc.","rate somebody/something + adv./prep., The university is highly rated for its research.",rate_uk.mp3,rate_us.mp3
4245,rather,adverb,a2,/ˈrɑːðə(r)/,/ˈræðər/,"used to mean ‘fairly’ or ‘to some degree’, often when you are disappointed, surprised or expressing slight criticism ",rather odd/strange/unusual,rather_uk.mp3,rather_us.mp3
